ownership_group,PARCELID,OwnerName,TotalAcres,CountyName,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,OwnerZip,match_reason,confidence,include_in_defensible_total,TaxYear,PropertyID,Assessment,PropType,DbaName,CareOfTaxp,LegalDescr,Subdivisio,project_category
CROSSHARBOR / LONE MOUNTAIN,25033706201100000,NITTCOMM LLC,2.16,Madison,2616 TIMBERLOCH PL,,,SPRING,TX,77380-1082,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920441,0028800209,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S06, T07 S, R03 E, Lot 84, ACRES 2.16, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706101110000,ANDESITE 46 LLC,2.15,Madison,2403 VANCE LN,,,AUSTIN,TX,78746-5734,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920465,0028800500,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S06, T07 S, R03 E, Lot 46, ACRES 2.15, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401360000,WINKELMAN INFINITY TRUST,2.15,Madison,757 VALLEY RD,,,LONE TREE,CO,80124-9605,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921608,0029006258,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 115, ACRES 2.15, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631301100000,MUSTANGS LLC,2.14,Madison,2005 MAIN ST,,,WAILUKU,HI,96793-1648,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921591,0029006233,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 94, ACRES 2.14, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631301090000,132 ANDESITE RIDGE TRUST,2.13,Madison,528 PALISADES DR # 127,,,PACIFIC PALISADES,CA,90272-2844,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921589,0029006231,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S31, T06 S, R03 E, Lot 132, ACRES 2.13, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706101310000,FALCON RIDGE K LLC,2.13,Madison,402 TIMBERWILDE LN,,,HOUSTON,TX,77024-6928,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920439,0028800207,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S06, T07 S, R03 E, Lot 80, ACRES 2.13, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401010000,BETZ PAUL C & RANDA L,2.12,Madison,16004 TREBBIO WAY,,,NAPLES,FL,34110-2702,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921576,0029006220,Improved Property,,LYONS TONY TRUSTEE-PAUL'S,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 50, ACRES 2.12, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706101320000,RODRIGUEZ-DOYLE TERESITA TRUST,2.12,Madison,8701 COLLINS AVE UNIT 1202,,,SURFSIDE,FL,33154-3447,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920440,0028800208,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S06, T07 S, R03 E, Lot 81, ACRES 2.12, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706101340000,SCHLEICHER PAULA U QUALIFIED PERS TRUST,2.12,Madison,1249 N FRANKLIN PL STE 100,,,MILWAUKEE,WI,53202-3392,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920367,0028800126,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S06, T07 S, R03 E, Lot 83, ACRES 2.12, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401110000,YELLOWSTONE CHALET GROUP LLC,2.12,Madison,C/O JOHN MEGRUE,YELLOWSTONE CHALET GROUP,23 SHAGBARK RD,NORALK,CT,06854,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921622,0029006271,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 151, ACRES 2.12, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,Yellowstone Club
CROSSHARBOR / LONE MOUNTAIN,25042536303110000,MORGRIDGE JOHN D & CARRIE A TRUSTS,2.11,Madison,4242 E AMHERST AVE,,,DENVER,CO,80222-6702,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919204,0028000428,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 428, ACRES 2.11, PLAT 4/517",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706201150000,BARTO CRAIG C & GISELE M LIVING TRUST,2.1,Madison,2633 CHERRY AVE,,,SIGNAL HILL,CA,59716,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920412,0028800168,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S06, T07 S, R03 E, Lot 89, ACRES 2.1, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631301110000,SCOTT DAVID R &,2.09,Madison,156 S MAIN ST,,,COLCHESTER,CT,06415-1464,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921590,0029006232,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 105, ACRES 2.09, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401240000,SKI YELLOWSTONE LLC,2.09,Madison,PO BOX 4295,,,WILMINGTON,DE,19807-0295,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921617,0029006267,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 143A, ACRES 2.09, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,Yellowstone Club
CROSSHARBOR / LONE MOUNTAIN,25042631401290000,BLUE RASPBERRY LLC,2.08,Madison,270 SEA CLIFF AVE,,,SAN FRANCISCO,CA,94121-1028,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921550,0029006017,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 142A, ACRES 2.08, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706101250000,HOWARD FAMILY 1995 TRUST,2.08,Madison,1819 W OLIVE AVE,,,BURBANK,CA,91506-2435,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920386,0028800143,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S06, T07 S, R03 E, Lot 72A, ACRES 2.08, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042536301010000,WATKINS WILLIAM B V  TRUSTEE,2.08,Madison,1410 SUMMIT RD,,,ALPHARETTA,GA,30004-3589,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919187,0028000412,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 412, ACRES 2.08, PLAT 4/517",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042535404130000,408B YELLOWSTONE REALTY LLC,2.07,Madison,1 PATRIOT PL,,,FOXBOROUGH,MA,02035-1374,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919183,0028000408,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S35, T06 S, R02 E, Lot 408B, ACRES 2.07, PLAT 4/686BA",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,Yellowstone Club
CROSSHARBOR / LONE MOUNTAIN,25033706101230000,9 FOSSIL ROAD LLC,2.05,Madison,1 STERN LN,,,ATHERTON,CA,94027-5422,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920451,0028800220,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S06, T07 S, R03 E, Lot 59-A, ACRES 2.05, PLAT 4/645BA",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401260000,ARTHAUD JAMES R REVOCABLE TRUST,2.05,Madison,14630 RIVER DR,,,MEDORA,ND,58645-9402,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921619,0029006268,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 147, ACRES 2.05, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401250000,BRINKMEYER TODD S &,2.05,Madison,PO BOX 788,,,POST FALLS,ID,83877-0788,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921604,0029006255,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 145A, ACRES 2.05, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042536406110000,PCH YELLOWSTONE LLC,2.05,Madison,PO BOX 708,,,THOMASTON,GA,30286-0009,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919221,0028000444,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 444, ACRES 2.05, PLAT 4/517",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,Yellowstone Club
CROSSHARBOR / LONE MOUNTAIN,25042536204090000,EAGLE RIDGE YELLOWSTONE LLC,2.04,Madison,110 HIDDEN OAKS TRL,,,RIDGELAND,MS,39157-6084,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919219,0028000442,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 442, ACRES 2.04, PLAT 4/517",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,Yellowstone Club
CROSSHARBOR / LONE MOUNTAIN,25042631401190000,NORTHERN TRUST COMPANY TRUSTEE,2.04,Madison,1301 2ND AVE STE 2600,,,SEATTLE,WA,98101-3811,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921612,0029006262,Improved Property,,JONES CHRISTIE,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 136A, ACRES 2.04, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042536204110000,WIQT LLC,2.04,Madison,308 SUNSET DR,,,ENCINITAS,CA,92024-2637,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919220,0028000443,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 443, ACRES 2.04, PLAT 4/517",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706101300000,PEYTON NANCY ODLAND & WHITNEY E TRUSTEES,2.03,Madison,25 BELLO DR,,,MINNEAPOLIS,MN,55439-1658,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920466,0028800501,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S06, T07 S, R03 E, Lot 79, ACRES 2.03, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401170000,COWIE PETER V,2.02,Madison,3835 PGA BLVD STE 207,,,PALM BEACH GARDENS,FL,33410-3006,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921597,0029006239,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 161, ACRES 2.02, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042535404030000,VIOLA RANDALL W,2.02,Madison,PO BOX 8549,,,AVON,CO,81620-8519,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919177,0028000402,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S35, T06 S, R02 E, Lot 402, ACRES 2.02, PLAT 4/517",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401220000,BUCKBEAK LLC,2.01,Madison,MAIL TO FERGUSON LANCE,2353 ALEXANDRIA DR STE 350,,LEXINGTON,KY,40504-3208,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921615,0029006265,Vacant Land,,FERGUSON LANCE,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 139A, ACRES 2.01, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706101130000,DOWD BRIAN &,2.01,Madison,PO BOX 161919,,,BIG SKY,MT,59716-1919,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920452,0028800221,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S06, T07 S, R03 E, Lot 163, ACRES 2.01, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401350000,FRANK BRIAN H TRUSTE,2.01,Madison,3630 PEACHTREE RD NE UNIT 2804,,,ATLANTA,GA,30326-1548,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921606,0029006257,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 113, ACRES 2.01, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631301050000,JJCD INVESTMENTS II LLC,2.01,Madison,4004 WATERS EDGE DR,,,AUSTIN,TX,78731-5100,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921577,0029006221,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 93, ACRES 2.01, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401210000,NEDELMAN JEFFREY P & THERESA F,2.01,Madison,210 W 77TH ST APT 14,,,NEW YORK,NY,10024-6793,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921614,0029006264,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 138A, ACRES 2.01, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401200000,PIERRE JAUNE LLC,2.01,Madison,C/O AMAL FARHAT,2200 VICTORY AVE APT 802,,DALLAS,TX,75219-7677,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921613,0029006263,Improved Property,,FARHAT ELIAS,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 137A, ACRES 2.01, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25033706101240000,SLOOTMAN FRANK & BRENDA L TRUSTEES,2.01,Madison,3 FOSSIL ROAD 161000,,,BIG SKY,MT,59715,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,920363,0028800122,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2, S06, T07 S, R03 E, Lot 58A, ACRES 2.01, PLAT 4/408",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042631401280000,144 YELLOWSTONE LLC,2.0,Madison,C/O BAKER TILLY,333 BUSH ST 10TH FLOOR,,SAN FRANCISCO,CA,94104,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,921549,0029006016,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 1 & 2, S31, T06 S, R03 E, Lot 144A, ACRES 2, PLAT 4/467",YELLOWSTONE MOUNTAIN CLUB PHASE 1 AND 2,Yellowstone Club
CROSSHARBOR / LONE MOUNTAIN,25042536302110000,LOT422 YMC REALTY TRUST,2.0,Madison,14 GREYLOCK RD,,,WELLESLEY,MA,02481-1323,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919197,0028000422,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 422, ACRES 2, PLAT 4/517",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042536301070000,MEDICI LLC,1.99,Madison,C/O ROBERT MUSSLEWHITE,430 STUART ST APT 22J,,BOSTON,MA,02116-6531,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919191,0028000416,Improved Property,,MUSSLEWHITE ROBERT,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 416A, ACRES 1.99, PLAT 4/609-BA",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042536303130000,CONTINENTAL PARTNERS IX LLC,1.96,Madison,1150 CENTRAL AVE STE F,,,NAPLES,FL,34102-6214,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919205,0028000429,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 429, ACRES 1.96, PLAT 4/517",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042535404110000,3TM MONTANA SKY LLC,1.9,Madison,JUAN DE LEYVA 115,COL LOMAS VIRREYES,,,,,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919182,0028000407,Improved Property,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S35, T06 S, R02 E, Lot 407, ACRES 1.9, PLAT 4/517",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
CROSSHARBOR / LONE MOUNTAIN,25042536303390000,OSTREM SEAN KANOA TRUSTEE,1.9,Madison,710 5TH AVE NW STE 200,,,ISSAQUAH,WA,98027-2841,legal/subdivision context contains YELLOWSTONE MOUNTAIN CLUB; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,919250,0028000473,Vacant Land,,,"YELLOWSTONE MOUNTAIN CLUB PHASE 3A, S36, T06 S, R02 E, Lot 473, ACRES 1.9, PLAT 4/517",YELLOWSTONE MOUNTAIN CLUB PHASE 3A,other CrossHarbor/LMLC
